#Transcript	Name/Description	Gene	Gene Description	DEA Result	Regulated	(1 - Probability)	Probability	Log2FC	Control MeanExpLevel	Test MeanExpLevel
G13672.1	novel	RhoGAPp190		Not DE		0.99926	7.3965E-4	0.0	2272.78	2265.96
G13672.8	FBtr0333659	RhoGAPp190		DE	UP	8.7E-4	0.99913	2.65	163.01	1026.1
G13672.9	novel	RhoGAPp190		DE	DOWN	0.00237	0.99763	-1.53	1044.33	361.99
G13674.9	FBtr0074480	IntS2		Not DE		0.00568	0.99432	0.38	3254.33	4247.35
G13675.10	FBtr0074454	beta-Spec		Not DE		0.03944	0.96056	-0.4	6981.66	5287.18
G13675.2	FBtr0334405	beta-Spec		Not DE		0.04147	0.95853	-0.84	3198.12	1783.36
G13675.4	novel	beta-Spec		Not DE		0.03863	0.96137	-0.59	1815.75	1209.12
G13675.5	FBtr0074454	beta-Spec		DE	DOWN	0.0	1.0	-2.35	17171.22	3373.9
G13675.6	FBtr0334405	beta-Spec		Not DE		0.00384	0.99616	0.73	4241.68	7030.41
G13675.9	FBtr0074454	beta-Spec		DE	DOWN	2.7E-4	0.99973	-2.2	4028.46	874.37
G13678.2	FBtr0100463	CG8188		Not DE		0.01969	0.98031	-0.53	2373.76	1646.03
G13678.3	novel	CG8188		DE	DOWN	0.03316	0.96684	-1.54	233.31	80.42
G13678.5	FBtr0100463	CG8188		Not DE		0.00771	0.99229	-0.52	2700.56	1879.0
G13678.7	FBtr0100463	CG8188		DE	DOWN	0.00136	0.99864	-1.57	1672.0	564.24
G13678.8	novel	CG8188		Not DE		0.14586	0.85414	-0.43	417.75	310.58
G13679.1	FBtr0074456	par-6		DE	DOWN	0.00608	0.99392	-2.18	311.69	68.66
G13679.11	FBtr0074456	par-6		DE	UP	0.01186	0.98814	2.8	45.01	313.5
G13679.4	FBtr0074456	par-6		Not DE		0.10647	0.89353	-0.28	1750.81	1443.8
G13679.5	FBtr0074455	par-6		DE	DOWN	0.00309	0.99691	-1.35	1672.43	657.0
G1368.3	FBtr0080042	LManI	LManI	DE	UP	0.0	1.0	2.01	685.26	2768.7
G13680.1	FBtr0074475	CG8173		Not DE		0.32034	0.67966	0.15	1364.7	1509.16
G13680.2	FBtr0074475	CG8173		Not DE		0.09645	0.90355	0.28	1399.49	1694.74
G13680.4	FBtr0074475	CG8173		Not DE		0.1685	0.8315	0.45	175.87	240.78
G13680.5	FBtr0074475	CG8173		DE	DOWN	0.00314	0.99686	-1.03	1406.2	689.12
G13681.2	FBtr0302834	raskol	raskol	Not DE		0.04844	0.95156	0.33	2073.81	2607.06
G13681.4	FBtr0302836	raskol	raskol	Not DE		0.00112	0.99888	-0.94	2325.02	1212.34
G13686.12	FBtr0074473	Socs16D		Not DE		0.10775	0.89225	0.66	195.41	308.04
G13686.4	FBtr0074473	Socs16D		Not DE		0.03621	0.96379	-0.27	2640.15	2187.42
G13687.3	FBtr0074462	CG6398		DE	DOWN	0.0	1.0	-1.38	4538.18	1747.93
G13687.4	FBtr0342784	CG6398		DE	DOWN	0.0	1.0	-1.72	5585.77	1698.77
G13688.10	FBtr0074464	Ucp4A		Not DE		0.03775	0.96225	-0.9	357.93	191.2
G13688.3	FBtr0074463	e(y)1		Not DE		0.05916	0.94084	-0.31	1646.81	1330.04
G13688.7	novel	novelGene_CG8142_AS	novelGene_CG8142_AS	DE	UP	1.0E-5	0.99999	3.67	52.31	664.28
G13688.8	FBtr0339750	Ucp4A		DE	UP	9.4E-4	0.99906	3.62	42.85	526.7
G13689.1	FBtr0074472	CG8142		DE	UP	0.0	1.0	1.53	941.8	2719.33
G13689.12	FBtr0074469	CG15814		Not DE		0.09139	0.90861	0.3	1594.37	1959.09
G13689.13	FBtr0074470	CG15814		Not DE		0.13087	0.86913	-0.5	415.8	294.91
G13689.14	FBtr0074469	CG15814		Not DE		0.10138	0.89862	-0.42	764.22	569.49
G13689.19	novel	CG15814		DE	UP	0.0	1.0	18.09	0.0	1399.19
G13689.20	FBtr0074469	CG15814		Not DE		0.03396	0.96604	0.52	1619.26	2322.17
G1369.2	FBtr0080030	LManII	LManII	Not DE		0.0065	0.9935	0.23	6602.13	7752.49
G1369.3	novel	LManII	LManII	DE	UP	0.00211	0.99789	4.92	7.66	232.27
G1369.4	novel	LManII	LManII	DE	UP	0.0	1.0	1.72	750.62	2473.94
G13690.1	FBtr0074465	Spt7	Spt7	Not DE		0.01232	0.98768	0.59	1068.03	1602.76
G13690.2	FBtr0074465	Spt7	Spt7	DE	UP	0.00841	0.99159	2.55	21.75	126.96
G13691.11	novel	Arp8		DE	UP	8.0E-4	0.9992	2.35	181.05	924.75
G13691.25	FBtr0074544	Arp8		DE	UP	9.4E-4	0.99906	2.31	312.58	1553.52
G13691.29	FBtr0074544	Arp8		Not DE		0.24646	0.75354	0.27	708.13	856.13
G13691.4	FBtr0074466	Mco4	Mco4	DE	UP	0.0	1.0	7.4	2.44	411.29
G13691.5	novel	Mco4_Arp8_asRNA_CR43981	Mco4_Arp8_asRNA_CR43981	DE	UP	0.00643	0.99357	1.99	64.1	254.47
G13691.6	novel	Mco4_Arp8_asRNA_CR43981	Mco4_Arp8_asRNA_CR43981	DE	UP	5.9E-4	0.99941	2.37	181.7	939.82
G13691.7	FBtr0074466	Mco4	Mco4	DE	UP	0.0	1.0	15.06	0.0	170.62
G13691.8	novel	Mco4_Arp8_asRNA_CR43981	Mco4_Arp8_asRNA_CR43981	DE	UP	2.0E-4	0.9998	4.05	31.55	522.97
G13692.13	novel	CG6769		Not DE		0.06763	0.93237	0.62	303.77	467.5
G13692.14	FBtr0074493	CG6769		Not DE		0.26574	0.73426	0.18	991.31	1120.62
G13692.5	FBtr0074493	CG6769		DE	UP	7.8E-4	0.99922	1.39	628.23	1649.93
G13693.1	FBtr0300510	mnb		DE	DOWN	0.0	1.0	-1.65	3357.88	1072.57
G13693.10	FBtr0299619	mnb		Not DE		0.00249	0.99751	-0.67	3060.82	1918.09
G13693.11	novel	mnb		DE	UP	1.5E-4	0.99985	7.61	0.71	137.95
G13693.12	novel	mnb		DE	DOWN	0.00138	0.99862	-4.69	174.73	6.77
G13693.21	FBtr0300509	mnb		Not DE		0.87916	0.12084	-0.11	144.31	133.39
G13695.1	FBtr0074494	CG12985		Not DE		0.05866	0.94134	0.64	275.29	430.11
G13695.2	FBtr0074494	CG12985		Not DE		0.02016	0.97984	-0.66	1081.62	682.6
G13698.1	FBtr0074540	CG7772		Not DE		0.57872	0.42128	-0.03	6388.66	6273.14
G13698.2	FBtr0074540	CG7772		Not DE		0.01646	0.98354	0.76	569.04	960.45
G13699.1	FBtr0074504	Vps4		Not DE		0.48959	0.51041	-0.11	1060.76	980.85
G13699.2	FBtr0074504	Vps4		Not DE		1.9E-4	0.99981	-0.85	4731.23	2624.64
G13699.4	FBtr0074504	Vps4		Not DE		0.93928	0.060716	-0.03	1273.01	1250.07
G13699.5	FBtr0074504	Vps4		DE	UP	2.5E-4	0.99975	1.22	2151.72	5021.14
G137.3	novel	novelGene_5	novelGene_5	Not DE		0.04309	0.95691	0.99	126.92	251.55
G1370.6	novel	RluA-1		Not DE		0.00272	0.99728	-0.66	2204.76	1399.72
G13700.1	novel	CG6847		Not DE		0.05314	0.94686	-0.78	427.28	249.25
G13700.5	FBtr0344233	CG6847		Not DE		0.53204	0.46796	-0.07	1616.32	1534.58
G13701.1	novel	Sh		DE	UP	0.0067	0.9933	1.55	153.63	450.96
G13703.4	novel	CG6867		Not DE		0.04597	0.95403	0.53	600.62	866.91
G13703.5	FBtr0089574	CG6867		DE	UP	1.6E-4	0.99984	2.82	199.99	1414.85
G13706.1	FBtr0074509	Dhc16F		Not DE		0.0	1.0	-0.96	10622.4	5466.42
G13707.1	FBtr0074531	CG7536		DE	DOWN	0.0028	0.9972	-1.45	1189.51	434.88
G13707.11	FBtr0074531	CG7536		Not DE		0.10626	0.89374	-0.37	917.89	711.35
G13707.2	FBtr0343317	CG7536		Not DE		0.09172	0.90828	-0.44	775.91	573.62
G13708.3	FBtr0074510	Ada3	Ada3	Not DE		0.00617	0.99383	0.86	824.05	1496.47
G13709.1	FBtr0089576	CG7206		Not DE		0.38894	0.61106	-0.42	110.82	82.64
G13709.3	FBtr0308352	CG7206		DE	DOWN	0.01979	0.98021	-2.2	265.95	57.97
G13709.4	FBtr0089576	CG7206		DE	UP	9.7E-4	0.99903	5.74	5.09	271.81
G13709.6	FBtr0089576	CG7206		Not DE		0.01339	0.98661	0.65	1146.26	1794.12
G13709.7	FBtr0089576	CG7206		Not DE		0.11622	0.88378	-0.12	3342.71	3068.3
G13709.8	FBtr0089576	CG7206		Not DE		0.03369	0.96631	0.88	393.18	723.64
G1371.3	novel	Grip75		DE	UP	0.02527	0.97473	1.02	272.94	554.78
G1371.4	FBtr0080033	Grip75		Not DE		0.50024	0.49976	-0.06	2096.77	2007.79
G13710.3	FBtr0308351	scu		Not DE		0.00774	0.99226	-0.48	2709.07	1938.45
G13710.4	FBtr0308351	scu		Not DE		0.06488	0.93512	-0.38	1126.57	864.82
G13711.2	FBtr0074513	RhoGAP16F		DE	UP	4.6E-4	0.99954	2.6	97.75	591.78
G13711.3	novel	RhoGAP16F		DE	UP	0.00352	0.99648	1.23	432.22	1015.01
G13711.4	novel	RhoGAP16F		DE	UP	5.8E-4	0.99942	2.41	105.05	559.36
G13711.5	FBtr0343310	RhoGAP16F		DE	UP	9.0E-4	0.9991	3.66	28.63	360.66
G13712.1	novel	novelGene_RhoGAP16F_AS	novelGene_RhoGAP16F_AS	DE	UP	0.00578	0.99422	2.34	32.14	162.2
G13713.11	FBtr0074527	Mvb12	Mvb12	Not DE		0.04313	0.95687	0.33	2408.17	3021.48
G13713.12	FBtr0074528	Mvb12	Mvb12	Not DE		0.15434	0.84566	0.12	2963.46	3216.76
G13713.2	FBtr0074528	Mvb12	Mvb12	Not DE		0.08378	0.91622	0.64	447.92	697.69
G13713.5	FBtr0074528	Mvb12	Mvb12	Not DE		0.84567	0.15433	-0.05	1055.66	1021.49
G13713.9	novel	Mvb12	Mvb12	Not DE		0.14508	0.85492	0.57	105.5	157.05
G13714.6	FBtr0074514	Taf8		Not DE		0.03457	0.96543	0.48	1054.05	1469.82
G13714.7	FBtr0074514	Taf8		Not DE		0.03214	0.96786	0.44	1510.62	2049.15
G13715.1	FBtr0074520	wupA		DE	DOWN	0.00128	0.99872	-1.41	2160.4	815.24
G13715.3	FBtr0074520	wupA		DE	DOWN	2.5E-4	0.99975	-1.77	2492.11	730.19
G13717.1	FBtr0089506	ari-1		Not DE		0.00143	0.99857	-0.89	2976.71	1604.7
G1372.10	FBtr0080038	Cog4	Cog4	Not DE		9.7E-4	0.99903	-0.69	4238.74	2628.42
G1372.12	FBtr0080038	Cog4	Cog4	DE	UP	0.0	1.0	6.68	62.01	6348.5
G1372.6	FBtr0080038	Cog4	Cog4	DE	UP	3.7E-4	0.99963	4.29	36.69	716.12
G1372.8	FBtr0080038	Cog4	Cog4	DE	UP	0.0	1.0	4.85	122.04	3520.42
G13720.2	FBtr0074591	Andorra		Not DE		0.02961	0.97039	0.18	4717.36	5330.71
G13722.2	FBtr0346312	lncRNA_CR45622	lncRNA_CR45622	Not DE		0.02062	0.97938	-0.58	1305.7	875.0
G13722.3	FBtr0346312	lncRNA_CR45622	lncRNA_CR45622	DE	UP	0.00359	0.99641	4.08	15.63	264.75
G13722.4	FBtr0346312	lncRNA_CR45622	lncRNA_CR45622	DE	UP	0.00612	0.99388	4.25	8.78	166.5
G13724.4	FBtr0346294	CG15059_lncRNA_CR45613	CG15059_lncRNA_CR45613	DE	UP	2.0E-5	0.99998	3.03	121.98	994.69
G13724.5	FBtr0346294	CG15059		Not DE		0.054	0.946	-0.14	5106.47	4636.09
G13728.4	FBtr0074581	upd1	upd1	Not DE		0.00642	0.99358	-0.83	1375.35	776.05
G13728.5	FBtr0074581	upd1	upd1	DE	DOWN	0.00129	0.99871	-2.41	673.51	126.84
G1373.1	FBtr0100565	CG6144		DE	UP	0.0	1.0	17.42	0.0	877.28
G1373.2	FBtr0100565	CG6144		Not DE		0.16107	0.83893	0.82	68.37	120.39
G1373.5	FBtr0304137	CG6144		DE	DOWN	0.0	1.0	-2.53	1988.54	343.96
G1373.6	FBtr0304137	CG6144		Not DE		0.05404	0.94596	0.49	615.99	868.12
G13730.1	novel	novelGene_CG6123_AS	novelGene_CG6123_AS	DE	UP	0.0	1.0	7.27	5.28	816.26
G13732.11	FBtr0074557	CrebB		Not DE		0.03771	0.96229	-0.58	977.83	654.94
G13732.12	novel	CrebB		Not DE		0.01913	0.98087	0.84	348.46	623.81
G13732.14	FBtr0074557	CrebB		DE	UP	0.0	1.0	16.29	0.0	401.7
G13732.15	novel	CrebB		DE	DOWN	0.00275	0.99725	-4.28	259.07	13.37
G13732.2	novel	CrebB		Not DE		0.39968	0.60032	-0.21	346.96	299.53
G13732.20	FBtr0310341	CrebB		Not DE		0.84887	0.15113	-0.12	219.92	202.81
G13732.21	FBtr0074557	CrebB		DE	UP	0.0	1.0	14.33	0.0	103.21
G13732.22	FBtr0074557	CrebB		DE	UP	0.0	1.0	16.84	0.0	588.2
G13732.24	FBtr0446106	CrebB		DE	UP	0.01026	0.98974	1.91	143.34	536.97
G13732.25	novel	CrebB		DE	UP	0.00823	0.99177	3.66	10.18	128.38
G13732.29	novel	CrebB		DE	UP	0.02732	0.97268	1.2	112.4	258.57
G13732.33	FBtr0074558	CG6179		Not DE		0.23456	0.76544	0.18	1040.66	1178.01
G13734.6	FBtr0310487	por		Not DE		0.00899	0.99101	0.61	1168.27	1783.87
G13735.1	FBtr0074576	betaCOP	betaCOP	DE	UP	6.7E-4	0.99933	4.24	27.63	523.63
G13735.15	FBtr0074576	betaCOP	betaCOP	Not DE		0.00113	0.99887	-0.29	11464.79	9404.14
G13735.2	FBtr0074576	betaCOP	betaCOP	DE	UP	0.0	1.0	18.35	0.0	1667.04
G13736.3	novel	Tsf1		DE	DOWN	0.0	1.0	-2.59	2620.29	433.7
G13736.4	FBtr0074559	Tsf1		DE	DOWN	0.0	1.0	-4.02	91639.81	5667.67
G13737.10	FBtr0074571	CG32549		DE	DOWN	0.00143	0.99857	-3.92	1309.96	86.69
G13737.11	FBtr0074571	CG32549		DE	DOWN	0.0	1.0	-2.34	2635.67	521.48
G13737.13	FBtr0340422	CG32549		DE	DOWN	3.5E-4	0.99965	-1.12	2260.72	1041.78
G13737.14	novel	CG32548_CG32549	CG32548_CG32549	Not DE		0.11958	0.88042	-0.43	727.55	539.29
G13737.17	FBtr0074569	CG32548		Not DE		0.01767	0.98233	-0.72	2053.41	1248.82
G13737.24	FBtr0074569	CG32548		Not DE		0.0	1.0	-0.51	90348.1	63432.09
G13737.27	novel	CG32548		Not DE		0.0453	0.9547	0.59	509.71	769.52
G13737.3	novel	CG32549		DE	DOWN	0.00278	0.99722	-1.91	607.85	161.98
G13737.4	novel	CG32548_CG32549	CG32548_CG32549	Not DE		0.09323	0.90677	0.62	276.12	423.55
G13738.2	FBtr0074560	CG15056		Not DE		0.02029	0.97971	-0.35	3395.14	2657.96
G13738.3	novel	CG15056		Not DE		0.93167	0.068331	-0.07	123.45	117.48
G1374.1	novel	CG7384_Myo31DF	CG7384_Myo31DF	Not DE		0.0156	0.9844	0.53	1235.82	1778.69
G1374.13	novel	Myo31DF		DE	UP	0.02233	0.97767	1.03	200.66	410.72
G1374.14	FBtr0080035	Myo31DF		DE	DOWN	0.0	1.0	-2.19	5864.44	1289.46
G13742.1	novel	novelGene_764	novelGene_764	DE	UP	0.0	1.0	6.89	7.06	838.59
G13743.1	novel	novelGene_CG32547_AS_novelGene_CG43843_AS	novelGene_CG32547_AS_novelGene_CG43843_AS	DE	UP	6.0E-5	0.99994	4.34	62.13	1255.57
G13744.2	FBtr0332419	CG43843		Not DE		0.11001	0.88999	-0.25	1523.87	1283.59
G13749.1	FBtr0074625	Pgant7	Pgant7	DE	DOWN	9.0E-5	0.99991	-1.49	2221.06	792.98
G13749.13	FBtr0074624	Pgant7	Pgant7	Not DE		0.00259	0.99741	-0.43	4980.04	3703.05
G13749.21	FBtr0074624	Pgant7	Pgant7	Not DE		0.24695	0.75305	0.43	520.98	700.92
G13751.12	FBtr0346083	CG6470		Not DE		0.10466	0.89534	-0.24	2357.57	1993.38
G13751.3	FBtr0340368	Ggt-1		DE	DOWN	0.0	1.0	-2.3	3831.86	776.39
G13751.4	novel	Ggt-1_CG6470	Ggt-1_CG6470	DE	UP	0.0	1.0	14.29	0.0	100.25
G13751.9	FBtr0074621	CG6470		Not DE		4.4E-4	0.99956	-0.59	13343.31	8850.67
G13752.3	FBtr0333804	HisRS	HisRS	Not DE		0.0386	0.9614	-0.53	1071.47	739.63
G13752.4	FBtr0074593	HisRS	HisRS	Not DE		0.00914	0.99086	-0.41	3335.55	2507.48
G13754.1	FBtr0074620	CG6481		Not DE		0.00277	0.99723	-0.9	1656.42	887.2
G13754.3	FBtr0074620	CG6481		Not DE		0.0	1.0	-0.9	59019.46	31711.63
G13755.1	FBtr0074619	CG15042		DE	DOWN	0.00219	0.99781	-1.62	745.78	241.85
G13757.1	FBtr0340364	Bx		Not DE		0.00105	0.99895	0.9	1081.72	2014.67
G13758.1	novel	novelGene_765	novelGene_765	DE	UP	0.0	1.0	6.85	12.46	1437.07
G13759.1	novel	novelGene_766	novelGene_766	DE	UP	0.0	1.0	9.27	0.61	377.61
G1376.2	FBtr0080091	CG6094		Not DE		0.01612	0.98388	-0.3	3806.29	3090.46
G13760.61	FBtr0074618	CG15040		Not DE		0.0077	0.9923	-0.54	3596.16	2481.65
G13760.62	novel	CG15040		Not DE		0.84747	0.15253	0.09	275.59	292.67
G13762.1	FBtr0074617	wgn		Not DE		0.00773	0.99227	-0.77	1466.9	858.46
G13763.1	FBtr0343020	Rip11		Not DE		0.13296	0.86704	-0.3	1138.8	927.26
G13763.2	FBtr0343019	Rip11		DE	DOWN	0.0	1.0	-16.39	430.56	0.0
G13763.28	FBtr0343021	Rip11		Not DE		2.5E-4	0.99975	-0.92	4876.04	2572.69
G13763.31	FBtr0301545	Rip11		Not DE		0.87484	0.12516	0.09	381.31	405.83
G13763.32	FBtr0343019	Rip11		DE	UP	0.0398	0.9602	1.68	66.2	212.4
G13763.9	FBtr0343021	Rip11		Not DE		0.08391	0.91609	0.88	132.67	244.54
G13764.4	FBtr0074601	Nup35	Nup35	Not DE		0.12869	0.87131	0.2	1414.25	1629.9
G13764.6	FBtr0074601	Nup35	Nup35	DE	UP	9.3E-4	0.99907	4.01	43.08	691.78
G13765.1	FBtr0074615	CG6617		Not DE		0.33582	0.66418	-0.11	1679.29	1551.4
G13765.11	FBtr0074614	Ing3		Not DE		0.06169	0.93831	-0.12	5631.25	5180.16
G13765.19	novel	CG6659_Ing3	CG6659_Ing3	Not DE		0.03876	0.96124	0.47	1198.16	1655.31
G13765.23	novel	CG6659		Not DE		0.06425	0.93575	1.02	109.8	222.71
G13765.24	FBtr0074613	CG6659		DE	UP	1.5E-4	0.99985	2.05	393.22	1623.75
G13765.29	novel	CG6659		Not DE		0.02026	0.97974	-0.79	825.39	478.59
G13765.32	FBtr0074612	CG6659		DE	DOWN	0.00123	0.99877	-1.04	2435.57	1187.96
G13765.4	novel	Ing3		DE	UP	0.0	1.0	17.25	0.0	780.14
G13766.1	FBtr0074611	CG6696		DE	UP	8.0E-5	0.99992	3.35	64.33	657.01
G13767.2	FBtr0074603	phm		DE	UP	0.0	1.0	18.16	0.0	1465.88
G13768.1	novel	novelGene_767	novelGene_767	DE	UP	0.0	1.0	16.34	0.0	413.36
G1377.11	FBtr0347403	Fatp1	Fatp1	DE	UP	0.0	1.0	16.82	0.0	576.68
G1377.12	FBtr0347403	Fatp1	Fatp1	Not DE		0.03615	0.96385	-0.26	2926.69	2445.94
G1377.15	FBtr0347403	Fatp1	Fatp1	DE	UP	0.0119	0.9881	2.53	79.83	459.82
G1377.18	novel	w-cup		DE	DOWN	0.0	1.0	-3.64	1326.8	106.58
G1377.23	FBtr0080132	w-cup		DE	DOWN	0.0	1.0	-4.0	87814.9	5477.85
G1377.26	FBtr0080132	w-cup		Not DE		0.06698	0.93302	0.36	979.63	1261.59
G1377.30	FBtr0080132	w-cup		Not DE		0.14756	0.85244	-0.53	2780.71	1921.04
G1377.31	FBtr0080132	w-cup		DE	DOWN	0.0	1.0	-3.68	30027.34	2342.24
G1377.32	FBtr0080132	w-cup		DE	DOWN	0.0	1.0	-2.46	6214.15	1128.51
G1377.33	FBtr0080132	w-cup		DE	DOWN	0.0	1.0	-5.44	28175.54	647.45
G1377.34	novel	w-cup		DE	DOWN	0.00143	0.99857	-5.73	602.71	11.36
G1377.35	novel	w-cup		DE	DOWN	0.0	1.0	-3.46	32122.06	2909.65
G1377.36	novel	w-cup		DE	DOWN	0.0	1.0	-5.85	11915.69	206.05
G13771.3	FBtr0299682	CG42302		Not DE		0.0984	0.9016	-0.12	4060.42	3745.39
G13771.4	FBtr0299682	CG42302		DE	UP	9.0E-4	0.9991	3.04	48.62	398.53
G13773.10	FBtr0074605	CG12609		Not DE		0.00113	0.99887	-0.41	9370.2	7034.2
G13773.14	novel	CG12609		DE	DOWN	0.00287	0.99713	-1.36	1647.74	639.78
G13773.3	novel	CG12609		Not DE		0.05587	0.94413	-0.72	712.55	432.61
G13775.1	FBtr0113003	CCKLR-17D3		Not DE		0.10661	0.89339	-0.27	1461.8	1215.55
G13775.2	novel	CCKLR-17D3		DE	UP	4.0E-4	0.9996	2.44	228.42	1238.98
G13777.1	FBtr0074631	CG6891		DE	DOWN	0.0	1.0	-1.73	16087.53	4859.26
G13778.1	novel	novelGene_CG6891_AS	novelGene_CG6891_AS	DE	UP	0.00214	0.99786	2.46	81.56	447.57
G13779.14	FBtr0074661	CG18259		Not DE		0.12527	0.87473	-0.51	956.66	672.36
G13779.16	FBtr0074661	CG18259		Not DE		0.00499	0.99501	-0.65	4919.24	3130.53
G13779.17	novel	CG6961_CG18259	CG6961_CG18259	Not DE		0.0	1.0	0.51	6092.75	8692.87
G13779.3	FBtr0074661	CG18259		DE	UP	0.00459	0.99541	1.27	467.87	1129.52
G13779.31	FBtr0074660	CG6961		Not DE		0.43671	0.56329	-0.04	7483.81	7256.63
G13779.6	FBtr0074661	CG18259		Not DE		0.00573	0.99427	0.85	1300.91	2349.82
G1378.3	FBtr0080092	Lrr47		DE	UP	3.9E-4	0.99961	1.04	1437.1	2948.43
G1378.4	FBtr0080092	Lrr47		DE	UP	8.3E-4	0.99917	1.23	783.15	1831.45
G13781.13	FBtr0074634	S6KL	S6KL	DE	UP	2.0E-5	0.99998	3.67	54.2	690.28
G13781.2	FBtr0074634	S6KL	S6KL	Not DE		0.00581	0.99419	-0.82	1437.51	815.7
G13781.4	FBtr0074634	S6KL	S6KL	Not DE		0.01195	0.98805	0.8	747.6	1305.8
G13781.6	FBtr0074634	S6KL	S6KL	DE	UP	0.00549	0.99451	2.02	89.97	364.69
G13781.8	FBtr0074634	S6KL	S6KL	DE	DOWN	0.0	1.0	-15.91	308.34	0.0
G13782.1	FBtr0074657	bnb		Not DE		0.47601	0.52399	-0.04	11344.7	11053.68
G13782.2	novel	bnb		Not DE		0.01828	0.98172	-0.52	5848.16	4088.45
G13783.18	FBtr0300218	CG42450		DE	UP	0.0	1.0	2.48	302.15	1690.13
G13785.2	FBtr0074639	CG7101		DE	UP	8.7E-4	0.99913	1.09	1214.16	2582.17
G13785.3	FBtr0074639	CG7101		DE	UP	0.0	1.0	15.51	0.0	233.21
G13786.1	novel	Pvf1		Not DE		0.04032	0.95968	-0.75	625.23	372.76
G13786.3	FBtr0074640	Pvf1		DE	DOWN	0.0	1.0	-1.86	3710.02	1024.28
G13786.5	novel	Pvf1		DE	DOWN	0.00354	0.99646	-1.75	471.49	139.87
G13786.6	novel	Pvf1		DE	DOWN	0.01101	0.98899	-2.05	240.5	58.25
G13786.7	FBtr0074640	Pvf1		DE	DOWN	0.02111	0.97889	-1.27	493.67	204.5
G13786.8	FBtr0074640	Pvf1		Not DE		0.13049	0.86951	-0.76	140.87	83.05
G13787.3	novel	shop	shop	DE	UP	0.02128	0.97872	1.68	136.3	436.97
G13787.4	novel	shop	shop	Not DE		0.03133	0.96867	-0.73	1003.63	605.42
G1379.2	FBtr0080093	Lip4		DE	DOWN	2.6E-4	0.99974	-1.83	1739.73	490.28
G1379.4	FBtr0304119	Lip4		DE	DOWN	0.0	1.0	-1.9	4444.82	1187.43
G13790.1	FBtr0074643	Usp39	Usp39	Not DE		0.08421	0.91579	0.18	2642.16	2997.97
G13791.2	novel	CG7326		Not DE		0.07612	0.92388	-0.44	742.12	548.17
G13792.3	FBtr0333160	CG34401		Not DE		0.09206	0.90794	-0.14	5628.32	5098.12
G13793.13	FBtr0074647	CG7332		DE	UP	0.0	1.0	13.47	0.14	1590.44
G13793.5	FBtr0074647	CG7332		Not DE		0.76925	0.23075	-0.02	5203.66	5117.88
G13793.8	novel	CG7332		Not DE		0.06929	0.93071	1.02	57.64	116.84
G13793.9	FBtr0074647	CG7332		DE	DOWN	2.7E-4	0.99973	-1.57	3943.52	1332.27
G13794.13	FBtr0074652	Flacc	Flacc	DE	UP	4.0E-4	0.9996	6.59	4.18	404.16
G13794.2	FBtr0342880	Flacc	Flacc	DE	UP	6.1E-4	0.99939	2.33	216.88	1092.16
G13794.5	FBtr0342880	Flacc	Flacc	DE	UP	0.0	1.0	17.23	0.0	766.13
G13794.6	FBtr0342880	Flacc	Flacc	DE	UP	2.0E-5	0.99998	2.22	566.37	2631.55
G13794.7	FBtr0074652	Flacc	Flacc	Not DE		0.28225	0.71775	0.22	850.75	987.49
G13794.8	novel	Flacc	Flacc	DE	UP	0.01301	0.98699	1.17	218.54	491.26
G13794.9	novel	Flacc	Flacc	Not DE		0.12139	0.87861	0.65	143.95	226.33
G13795.2	FBtr0074648	SdhBL	SdhBL	Not DE		4.5E-4	0.99955	-0.21	27287.34	23588.96
G13797.1	FBtr0331156	CG43759		Not DE		0.19332	0.80668	-0.33	428.98	341.95
G13797.2	FBtr0343982	CG43759		Not DE		0.08546	0.91454	-0.69	154.45	95.92
G13799.2	novel	CG14190		DE	UP	1.7E-4	0.99983	6.2	8.49	622.58
G13799.4	FBtr0074663	CG14190		Not DE		0.88493	0.11507	-0.03	1869.09	1835.58
G13799.5	FBtr0074663	CG14190		DE	DOWN	0.01399	0.98601	-1.69	672.64	209.09
G13800.3	FBtr0074704	CG7423		Not DE		0.02562	0.97438	0.71	500.1	815.87
G13800.7	FBtr0074704	CG7423		Not DE		0.00143	0.99857	-0.89	2629.66	1420.59
G13802.1	FBtr0074703	CG15882		Not DE		0.05506	0.94494	-0.29	2063.17	1692.44
G13804.1	FBtr0074701	Obp18a		DE	DOWN	0.0059	0.9941	-2.37	167.4	32.48
G13804.2	FBtr0074701	Obp18a		DE	DOWN	2.0E-4	0.9998	-3.13	826.61	94.75
G13806.12	novel	Inx5		Not DE		0.89313	0.10687	0.05	708.46	733.64
G13806.3	novel	Inx5		Not DE		0.00304	0.99696	-0.61	3031.3	1989.76
G13806.5	novel	Inx5		Not DE		0.0	1.0	-0.64	6058.38	3895.41
G13806.7	novel	Inx5		Not DE		0.99074	0.0092632	0.03	83.72	85.37
G13807.11	FBtr0074697	CG7556		DE	DOWN	0.0	1.0	-1.96	3925.73	1011.39
G13807.13	FBtr0074697	CG7556		DE	UP	9.2E-4	0.99908	2.22	430.67	2006.45
G13807.7	FBtr0074697	CG7556		Not DE		0.14484	0.85516	0.15	3228.02	3583.77
G13808.11	FBtr0074666	CG7453		DE	DOWN	0.00126	0.99874	-1.29	3525.94	1437.71
G13808.13	FBtr0074666	CG7453		Not DE		0.11987	0.88013	-0.41	616.46	463.56
